sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
新港,嘉義縣,52.0,細懸浮微粒,普通,1.0,0.32,12,48.0,49.0,10,13.0,14.0,1.3,1.4,149.0,"2016-11-26 00:00",,0.37,16.0,47.0,nan,nan,nan,nan
崙背,雲林縣,54.0,細懸浮微粒,普通,2.4,0.31,11,44.0,38.0,16,13.0,14.0,1.8,1.5,150.0,"2016-11-26 00:00",,0.38,17.0,37.0,nan,nan,nan,nan
斗六,雲林縣,54.0,細懸浮微粒,普通,2.2,0.47,18,47.0,56.0,28,17.0,19.0,2.1,1.1,200.0,"2016-11-26 00:00",,0.57,17.0,42.0,nan,nan,nan,nan
南投,南投縣,77.0,細懸浮微粒,普通,2.9,0.52,5.3,53.0,80.0,34,17.0,20.0,2.6,1.2,205.0,"2016-11-26 00:00",,0.63,26.0,55.0,nan,nan,nan,nan
二林,彰化縣,35.0,nan,良好,3.1,0.35,4.8,41.0,63.0,12,18.0,19.0,1.3,1.5,165.0,"2016-11-26 00:00",,0.4,9.0,37.0,nan,nan,nan,nan
線西,彰化縣,54.0,細懸浮微粒,普通,5.2,0.83,2.6,39.0,90.0,39,33.0,43.0,10.0,1.7,147.0,"2016-11-26 00:00",,0.59,17.0,46.0,nan,nan,nan,nan
彰化,彰化縣,38.0,nan,良好,11.0,0.72,6,45.0,78.0,24,26.0,27.0,1.2,0.6,138.0,"2016-11-26 00:00",,0.74,11.0,37.0,nan,nan,nan,nan
西屯,臺中市,51.0,二氧化氮,普通,3.2,0.66,5.9,50.0,88.0,36,34.0,36.0,1.4,0.7,203.0,"2016-11-26 00:00",,0.72,14.0,41.0,nan,nan,nan,nan
忠明,臺中市,47.0,nan,良好,2.7,0.75,16,49.0,65.0,32,28.0,31.0,2.4,1.3,189.0,"2016-11-26 00:00",,0.81,12.0,33.0,nan,nan,nan,nan
大里,臺中市,49.0,nan,良好,3.6,0.66,9,52.0,90.0,25,21.0,24.0,3.2,1.2,246.0,"2016-11-26 00:00",,0.83,15.0,44.0,nan,nan,nan,nan
沙鹿,臺中市,46.0,nan,良好,5.7,0.71,15,43.0,84.0,39,31.0,33.0,2.4,3.1,136.0,"2016-11-26 00:00",,0.71,13.0,40.0,nan,nan,nan,nan
豐原,臺中市,49.0,nan,良好,2.2,0.39,24,49.0,51.0,42,7.6,8.5,0.9,1.6,105.0,"2016-11-26 00:00",,0.57,15.0,32.0,nan,nan,nan,nan
三義,苗栗縣,36.0,nan,良好,1.4,0.39,12,43.0,44.0,24,9.2,9.8,0.6,0.8,20.0,"2016-11-26 00:00",,0.42,9.0,28.0,nan,nan,nan,nan
苗栗,苗栗縣,30.0,nan,良好,1.8,0.96,0.6,34.0,44.0,14,24.0,48.0,24.0,0.5,342.0,"2016-11-26 00:00",,0.71,7.0,31.0,nan,nan,nan,nan
頭份,苗栗縣,31.0,nan,良好,2.1,0.47,9,36.0,19.0,9,23.0,26.0,2.1,1.3,107.0,"2016-11-26 00:00",,0.43,9.0,17.0,nan,nan,nan,nan
新竹,新竹市,27.0,nan,良好,2.0,0.43,20,32.0,23.0,ND,17.0,17.0,0.5,0.7,155.0,"2016-11-26 00:00",,0.44,3.0,23.0,nan,nan,nan,nan
竹東,新竹縣,36.0,nan,良好,3.5,0.38,13,31.0,21.0,nan,14.0,14.0,-0.1,1.6,142.0,"2016-11-26 00:00",,0.41,11.0,12.0,nan,nan,nan,nan
湖口,新竹縣,31.0,nan,良好,2.4,0.27,32,37.0,20.0,4,8.7,11.0,2.0,1.8,163.0,"2016-11-26 00:00",,0.36,8.0,16.0,nan,nan,nan,nan
龍潭,桃園市,26.0,nan,良好,1.9,0.28,28,30.0,40.0,10,9.2,11.0,1.6,1.0,72.0,"2016-11-26 00:00",,0.39,5.0,28.0,nan,nan,nan,nan
平鎮,桃園市,28.0,nan,良好,2.3,0.24,33,33.0,13.0,7,7.9,8.3,0.3,4.5,100.0,"2016-11-26 00:00",,0.37,6.0,18.0,nan,nan,nan,nan
觀音,桃園市,30.0,nan,良好,4.0,0.27,30,31.0,27.0,8,12.0,13.0,0.6,5.3,89.0,"2016-11-26 00:00",,0.3,9.0,32.0,nan,nan,nan,nan
大園,桃園市,31.0,nan,良好,1.9,0.22,32,31.0,20.0,10,11.0,12.0,1.7,5.4,72.0,"2016-11-26 00:00",,0.26,6.0,33.0,nan,nan,nan,nan
桃園,桃園市,26.0,nan,良好,3.7,0.32,32,31.0,23.0,7,8.6,9.6,1.1,3.4,93.0,"2016-11-26 00:00",,0.45,3.0,17.0,nan,nan,nan,nan
大同,臺北市,29.0,nan,良好,1.7,0.64,-,nan,18.0,ND,20.0,31.0,11.0,nan,nan,"2016-11-26 00:00",,0.88,4.0,29.0,nan,nan,nan,nan
松山,臺北市,23.0,nan,良好,2.1,0.28,32,23.0,17.0,5,10.0,12.0,1.5,2.3,71.0,"2016-11-26 00:00",,0.41,5.0,15.0,nan,nan,nan,nan
古亭,臺北市,26.0,nan,良好,1.5,0.29,32,25.0,13.0,5,11.0,13.0,1.7,2.9,78.0,"2016-11-26 00:00",,0.5,8.0,15.0,nan,nan,nan,nan
萬華,臺北市,26.0,nan,良好,1.2,0.33,26,21.0,19.0,5,15.0,18.0,3.2,3.2,103.0,"2016-11-26 00:00",,0.49,8.0,22.0,nan,nan,nan,nan
中山,臺北市,27.0,nan,良好,1.7,0.36,27,21.0,18.0,8,14.0,18.0,4.0,3.1,127.0,"2016-11-26 00:00",,0.61,6.0,17.0,nan,nan,nan,nan
士林,臺北市,30.0,nan,良好,1.7,0.17,41,35.0,15.0,8,3.5,4.6,1.2,4.8,113.0,"2016-11-26 00:00",,0.26,8.0,20.0,nan,nan,nan,nan
淡水,新北市,30.0,nan,良好,2.0,0.15,38,35.0,22.0,9,2.1,2.9,0.8,nan,nan,"2016-11-26 00:00",,0.21,8.0,17.0,nan,nan,nan,nan
林口,新北市,39.0,nan,良好,1.1,0.2,37,33.0,25.0,10,6.9,7.6,0.7,5.3,102.0,"2016-11-26 00:00",,0.27,12.0,27.0,nan,nan,nan,nan
菜寮,新北市,25.0,nan,良好,1.9,0.3,33,30.0,20.0,4,8.4,9.0,0.6,4.0,90.0,"2016-11-26 00:00",,0.43,6.0,17.0,nan,nan,nan,nan
新莊,新北市,27.0,nan,良好,1.7,0.3,31,32.0,11.0,2,9.6,10.0,0.9,4.8,67.0,"2016-11-26 00:00",,0.43,2.0,12.0,nan,nan,nan,nan
板橋,新北市,23.0,nan,良好,2.6,0.41,26,27.0,16.0,5,15.0,16.0,1.7,3.6,56.0,"2016-11-26 00:00",,0.58,5.0,21.0,nan,nan,nan,nan
土城,新北市,25.0,nan,良好,1.2,0.35,29,29.0,17.0,ND,12.0,13.0,1.6,1.4,278.0,"2016-11-26 00:00",,0.48,4.0,14.0,nan,nan,nan,nan
麥寮,雲林縣,52.0,細懸浮微粒,普通,2.2,0.35,16,50.0,60.0,22,12.0,15.0,2.7,2.2,175.0,"2016-11-26 00:00",,0.39,16.0,58.0,nan,nan,nan,nan
關山,臺東縣,29.0,nan,良好,0.8,nan,20,34.0,22.0,8,3.1,3.7,0.7,0.9,39.0,"2016-11-26 00:00",,nan,7.0,21.0,nan,nan,nan,nan
馬公,澎湖縣,39.0,nan,良好,1.5,0.16,36,39.0,33.0,14,1.9,2.7,0.8,4.9,302.0,"2016-11-26 00:00",,0.2,12.0,25.0,nan,nan,nan,nan
新店,新北市,32.0,nan,良好,1.3,0.24,36,31.0,6.0,10,7.8,9.1,1.3,2.8,114.0,"2016-11-26 00:00",,0.42,10.0,6.0,nan,nan,nan,nan
萬里,新北市,36.0,nan,良好,2.0,0.16,41,42.0,36.0,5,3.5,4.7,1.2,3.1,122.0,"2016-11-26 00:00",,0.2,4.0,33.0,nan,nan,nan,nan
汐止,新北市,28.0,nan,良好,0.0,0.18,37,33.0,11.0,7,4.9,7.1,2.2,2.5,47.0,"2016-11-26 00:00",,0.31,6.0,14.0,nan,nan,nan,nan
基隆,基隆市,31.0,nan,良好,1.0,0.22,36,37.0,12.0,3,5.0,6.5,1.5,1.5,84.0,"2016-11-26 00:00",,0.28,5.0,13.0,nan,nan,nan,nan
麥寮,雲林縣,52.0,細懸浮微粒,普通,2.2,0.32,16,nan,56.0,21,11.0,14.0,2.7,1.9,170.0,"2016-11-26 01:00",,nan,16.0,58.0,nan,nan,nan,nan
關山,臺東縣,23.0,nan,良好,0.7,nan,25,nan,17.0,8,1.9,2.8,0.9,1.1,312.0,"2016-11-26 01:00",,nan,7.0,21.0,nan,nan,nan,nan
馬公,澎湖縣,39.0,nan,良好,1.5,0.18,35,nan,37.0,17,2.1,2.9,0.9,4.4,307.0,"2016-11-26 01:00",,nan,12.0,26.0,nan,nan,nan,nan
金門,金門縣,49.0,nan,良好,2.2,0.28,18,nan,32.0,10,17.0,18.0,1.3,1.7,38.0,"2016-11-26 01:00",,nan,15.0,41.0,nan,nan,nan,nan
馬祖,連江縣,67.0,細懸浮微粒,普通,2.6,0.25,25,nan,11.0,9,6.9,7.4,0.6,4.5,73.0,"2016-11-26 01:00",,nan,22.0,37.0,nan,nan,nan,nan
埔里,南投縣,79.0,細懸浮微粒,普通,2.5,0.41,7.2,nan,57.0,40,13.0,16.0,2.7,0.5,177.0,"2016-11-26 01:00",,nan,27.0,44.0,nan,nan,nan,nan
復興,高雄市,69.0,細懸浮微粒,普通,5.0,0.76,23,nan,64.0,24,31.0,33.0,2.1,1.2,272.0,"2016-11-26 01:00",,nan,23.0,54.0,nan,nan,nan,nan
永和,新北市,23.0,nan,良好,1.6,0.29,34,nan,16.0,6,7.5,9.0,1.5,2.5,90.0,"2016-11-26 01:00",,nan,4.0,13.0,nan,nan,nan,nan
竹山,南投縣,74.0,細懸浮微粒,普通,1.7,0.38,5.8,nan,66.0,34,13.0,14.0,1.9,0.9,87.0,"2016-11-26 01:00",,nan,25.0,51.0,nan,nan,nan,nan
花蓮,花蓮縣,26.0,nan,良好,1.6,0.26,16,nan,23.0,11,4.4,4.2,-0.3,1.0,233.0,"2016-11-26 01:00",,nan,8.0,18.0,nan,nan,nan,nan
臺東,臺東縣,17.0,nan,良好,0.3,0.22,27,nan,12.0,4,2.2,3.6,1.4,2.9,305.0,"2016-11-26 01:00",,nan,3.0,18.0,nan,nan,nan,nan
恆春,屏東縣,12.0,nan,良好,0.7,0.13,40,nan,13.0,ND,3.3,7.6,4.3,7.3,56.0,"2016-11-26 01:00",,nan,1.0,13.0,nan,nan,nan,nan
潮州,屏東縣,99.0,細懸浮微粒,普通,2.5,0.33,31,nan,74.0,35,9.7,11.0,1.0,1.1,66.0,"2016-11-26 01:00",,nan,35.0,70.0,nan,nan,nan,nan
屏東,屏東縣,97.0,細懸浮微粒,普通,1.8,0.48,20,nan,57.0,33,21.0,23.0,1.3,1.0,351.0,"2016-11-26 01:00",,nan,34.0,70.0,nan,nan,nan,nan
小港,高雄市,82.0,細懸浮微粒,普通,5.6,0.59,23,nan,74.0,33,30.0,31.0,0.8,0.8,46.0,"2016-11-26 01:00",,nan,28.0,64.0,nan,nan,nan,nan
前鎮,高雄市,67.0,細懸浮微粒,普通,4.8,0.7,25,nan,65.0,16,27.0,29.0,1.8,1.0,12.0,"2016-11-26 01:00",,nan,22.0,65.0,nan,nan,nan,nan
前金,高雄市,79.0,細懸浮微粒,普通,4.2,0.67,19,nan,68.0,28,29.0,31.0,1.4,1.3,353.0,"2016-11-26 01:00",,nan,27.0,58.0,nan,nan,nan,nan
左營,高雄市,106.0,細懸浮微粒,不良(敏感族群),5.2,0.68,21,nan,64.0,40,29.0,30.0,1.0,1.5,345.0,"2016-11-26 01:00",,nan,39.0,63.0,nan,nan,nan,nan
楠梓,高雄市,79.0,細懸浮微粒,普通,3.4,0.29,14,nan,100.0,28,26.0,29.0,2.3,1.1,346.0,"2016-11-26 01:00",,nan,27.0,91.0,nan,nan,nan,nan
林園,高雄市,87.0,細懸浮微粒,普通,3.0,0.42,28,nan,53.0,32,17.0,17.0,0.6,0.9,158.0,"2016-11-26 01:00",,nan,30.0,41.0,nan,nan,nan,nan
大寮,高雄市,79.0,細懸浮微粒,普通,3.6,0.62,5.9,nan,68.0,28,26.0,28.0,1.8,0.4,164.0,"2016-11-26 01:00",,nan,27.0,74.0,nan,nan,nan,nan
鳳山,高雄市,82.0,細懸浮微粒,普通,3.6,0.48,33,nan,100.0,27,16.0,17.0,1.1,1.0,55.0,"2016-11-26 01:00",,nan,28.0,87.0,nan,nan,nan,nan
仁武,高雄市,94.0,細懸浮微粒,普通,3.9,0.6,19,nan,79.0,45,32.0,34.0,1.8,0.9,312.0,"2016-11-26 01:00",,nan,33.0,71.0,nan,nan,nan,nan
橋頭,高雄市,77.0,細懸浮微粒,普通,4.8,0.52,17,nan,75.0,32,22.0,23.0,1.2,1.5,36.0,"2016-11-26 01:00",,nan,26.0,63.0,nan,nan,nan,nan
美濃,高雄市,94.0,細懸浮微粒,普通,1.9,0.42,18,nan,45.0,24,11.0,12.0,1.0,1.1,181.0,"2016-11-26 01:00",,nan,33.0,53.0,nan,nan,nan,nan
臺南,臺南市,59.0,細懸浮微粒,普通,3.2,0.41,24,nan,35.0,15,18.0,18.0,0.3,1.0,60.0,"2016-11-26 01:00",,nan,19.0,45.0,nan,nan,nan,nan
安南,臺南市,49.0,nan,良好,2.5,0.42,12,nan,46.0,14,20.0,22.0,1.9,0.7,46.0,"2016-11-26 01:00",,nan,15.0,46.0,nan,nan,nan,nan
善化,臺南市,57.0,細懸浮微粒,普通,1.8,0.44,6.8,nan,33.0,9,23.0,23.0,0.9,0.5,60.0,"2016-11-26 01:00",,nan,18.0,45.0,nan,nan,nan,nan
新營,臺南市,49.0,nan,良好,3.2,0.33,15,nan,65.0,14,19.0,20.0,1.0,1.0,94.0,"2016-11-26 01:00",,nan,15.0,50.0,nan,nan,nan,nan
嘉義,嘉義市,67.0,細懸浮微粒,普通,1.9,0.35,4.1,nan,53.0,6,24.0,26.0,2.1,0.7,122.0,"2016-11-26 01:00",,nan,22.0,50.0,nan,nan,nan,nan
臺西,雲林縣,54.0,細懸浮微粒,普通,1.8,0.24,17,nan,44.0,22,9.1,10.0,1.1,2.4,153.0,"2016-11-26 01:00",,nan,17.0,32.0,nan,nan,nan,nan
朴子,嘉義縣,54.0,細懸浮微粒,普通,1.7,0.28,18,nan,50.0,21,11.0,12.0,1.0,1.2,146.0,"2016-11-26 01:00",,nan,17.0,49.0,nan,nan,nan,nan
新港,嘉義縣,52.0,細懸浮微粒,普通,1.4,0.26,17,nan,38.0,11,9.4,11.0,1.1,1.1,160.0,"2016-11-26 01:00",,nan,16.0,48.0,nan,nan,nan,nan
崙背,雲林縣,54.0,細懸浮微粒,普通,2.2,0.29,12,nan,48.0,8,9.5,11.0,1.8,1.4,145.0,"2016-11-26 01:00",,nan,17.0,38.0,nan,nan,nan,nan
斗六,雲林縣,57.0,細懸浮微粒,普通,2.4,0.42,15,nan,57.0,34,15.0,16.0,1.8,0.4,125.0,"2016-11-26 01:00",,nan,18.0,44.0,nan,nan,nan,nan
南投,南投縣,77.0,細懸浮微粒,普通,2.1,0.43,6.9,nan,71.0,32,11.0,13.0,1.8,1.0,171.0,"2016-11-26 01:00",,nan,26.0,57.0,nan,nan,nan,nan
二林,彰化縣,36.0,nan,良好,3.2,0.4,4.8,nan,61.0,9,18.0,19.0,0.9,1.4,106.0,"2016-11-26 01:00",,nan,9.0,39.0,nan,nan,nan,nan
線西,彰化縣,57.0,細懸浮微粒,普通,4.7,0.68,3.5,nan,85.0,40,31.0,38.0,7.0,2.3,151.0,"2016-11-26 01:00",,nan,18.0,49.0,nan,nan,nan,nan
彰化,彰化縣,39.0,nan,良好,6.8,0.6,12,nan,76.0,22,21.0,21.0,0.1,0.8,178.0,"2016-11-26 01:00",,nan,12.0,40.0,nan,nan,nan,nan
西屯,臺中市,52.0,細懸浮微粒,普通,1.9,0.59,3.8,nan,81.0,35,28.0,29.0,1.2,1.2,223.0,"2016-11-26 01:00",,nan,16.0,44.0,nan,nan,nan,nan
忠明,臺中市,47.0,nan,良好,2.8,0.87,4.6,nan,73.0,34,34.0,42.0,8.3,1.6,194.0,"2016-11-26 01:00",,nan,14.0,35.0,nan,nan,nan,nan
大里,臺中市,52.0,細懸浮微粒,普通,2.9,0.58,7.1,nan,85.0,27,21.0,24.0,3.2,0.9,203.0,"2016-11-26 01:00",,nan,16.0,47.0,nan,nan,nan,nan
沙鹿,臺中市,49.0,nan,良好,3.7,0.62,22,nan,86.0,41,22.0,23.0,1.7,1.3,196.0,"2016-11-26 01:00",,nan,15.0,43.0,nan,nan,nan,nan
豐原,臺中市,54.0,細懸浮微粒,普通,2.5,0.4,35,nan,44.0,48,7.2,8.3,1.0,1.1,150.0,"2016-11-26 01:00",,nan,17.0,33.0,nan,nan,nan,nan
三義,苗栗縣,32.0,nan,良好,1.4,0.44,12,nan,53.0,26,18.0,24.0,6.3,0.6,139.0,"2016-11-26 01:00",,nan,10.0,29.0,nan,nan,nan,nan
苗栗,苗栗縣,30.0,nan,良好,2.0,0.57,3.6,nan,53.0,17,22.0,29.0,7.1,0.7,193.0,"2016-11-26 01:00",,nan,8.0,32.0,nan,nan,nan,nan
頭份,苗栗縣,29.0,nan,良好,1.5,0.43,4.9,nan,20.0,10,18.0,21.0,2.7,0.9,134.0,"2016-11-26 01:00",,nan,9.0,17.0,nan,nan,nan,nan
新竹,新竹市,24.0,nan,良好,1.9,0.58,7.8,nan,22.0,3,25.0,26.0,1.2,0.5,41.0,"2016-11-26 01:00",,nan,3.0,23.0,nan,nan,nan,nan
竹東,新竹縣,36.0,nan,良好,1.9,0.35,8.9,nan,23.0,10,11.0,12.0,0.5,1.3,139.0,"2016-11-26 01:00",,nan,11.0,13.0,nan,nan,nan,nan
湖口,新竹縣,23.0,nan,良好,1.9,0.29,22,nan,21.0,4,15.0,17.0,1.4,1.4,128.0,"2016-11-26 01:00",,nan,7.0,16.0,nan,nan,nan,nan
龍潭,桃園市,26.0,nan,良好,1.6,0.25,27,nan,31.0,ND,8.2,9.7,1.4,0.5,72.0,"2016-11-26 01:00",,nan,5.0,28.0,nan,nan,nan,nan
平鎮,桃園市,19.0,nan,良好,0.8,0.21,35,nan,15.0,3,6.2,6.4,0.2,4.4,101.0,"2016-11-26 01:00",,nan,6.0,18.0,nan,nan,nan,nan
觀音,桃園市,30.0,nan,良好,1.4,0.23,33,nan,20.0,6,8.0,8.4,0.4,4.2,102.0,"2016-11-26 01:00",,nan,9.0,32.0,nan,nan,nan,nan
大園,桃園市,30.0,nan,良好,2.0,0.21,31,nan,12.0,4,13.0,15.0,2.3,7.1,96.0,"2016-11-26 01:00",,nan,6.0,32.0,nan,nan,nan,nan
桃園,桃園市,17.0,nan,良好,3.8,0.29,32,nan,27.0,7,8.0,8.8,0.9,2.9,90.0,"2016-11-26 01:00",,nan,3.0,18.0,nan,nan,nan,nan
大同,臺北市,29.0,nan,良好,1.6,0.47,-,nan,22.0,ND,12.0,16.0,3.4,nan,nan,"2016-11-26 01:00",,nan,4.0,28.0,nan,nan,nan,nan
松山,臺北市,23.0,nan,良好,1.2,0.24,36,nan,16.0,8,6.5,7.4,0.9,2.2,67.0,"2016-11-26 01:00",,nan,5.0,16.0,nan,nan,nan,nan
古亭,臺北市,26.0,nan,良好,1.1,0.24,35,nan,15.0,8,7.3,8.5,1.2,3.2,72.0,"2016-11-26 01:00",,nan,8.0,15.0,nan,nan,nan,nan
萬華,臺北市,26.0,nan,良好,1.1,0.28,30,nan,15.0,ND,12.0,14.0,2.5,3.3,97.0,"2016-11-26 01:00",,nan,8.0,22.0,nan,nan,nan,nan
中山,臺北市,27.0,nan,良好,1.6,0.3,31,nan,17.0,10,9.1,12.0,2.4,2.4,118.0,"2016-11-26 01:00",,nan,6.0,17.0,nan,nan,nan,nan
士林,臺北市,26.0,nan,良好,1.3,0.16,42,nan,17.0,6,2.0,3.2,1.2,4.2,112.0,"2016-11-26 01:00",,nan,8.0,19.0,nan,nan,nan,nan
淡水,新北市,26.0,nan,良好,1.2,0.14,39,nan,17.0,7,1.5,1.8,0.3,nan,nan,"2016-11-26 01:00",,nan,8.0,17.0,nan,nan,nan,nan
林口,新北市,39.0,nan,良好,1.5,0.17,38,nan,18.0,12,5.5,5.8,0.3,3.9,96.0,"2016-11-26 01:00",,nan,12.0,27.0,nan,nan,nan,nan
菜寮,新北市,19.0,nan,良好,2.1,0.24,36,nan,19.0,6,5.8,6.6,0.8,4.0,90.0,"2016-11-26 01:00",,nan,6.0,17.0,nan,nan,nan,nan
新莊,新北市,15.0,nan,良好,1.9,0.27,33,nan,13.0,ND,8.0,9.0,1.0,3.9,66.0,"2016-11-26 01:00",,nan,2.0,12.0,nan,nan,nan,nan
板橋,新北市,23.0,nan,良好,2.5,0.32,30,nan,16.0,7,10.0,11.0,0.8,3.4,54.0,"2016-11-26 01:00",,nan,5.0,21.0,nan,nan,nan,nan
土城,新北市,18.0,nan,良好,1.2,0.28,32,nan,12.0,3,8.4,9.7,1.3,1.1,250.0,"2016-11-26 01:00",,nan,4.0,14.0,nan,nan,nan,nan
新店,新北市,32.0,nan,良好,1.2,0.2,38,nan,7.0,11,5.9,6.8,0.9,2.6,105.0,"2016-11-26 01:00",,nan,10.0,6.0,nan,nan,nan,nan
萬里,新北市,31.0,nan,良好,5.6,0.16,38,nan,31.0,4,7.5,8.7,1.3,1.9,178.0,"2016-11-26 01:00",,nan,4.0,33.0,nan,nan,nan,nan
汐止,新北市,19.0,nan,良好,1.0,0.16,38,nan,11.0,6,3.9,5.9,2.0,2.8,46.0,"2016-11-26 01:00",,nan,6.0,14.0,nan,nan,nan,nan
基隆,基隆市,16.0,nan,良好,1.2,0.19,36,nan,8.0,3,3.1,4.4,1.3,1.5,82.0,"2016-11-26 01:00",,nan,5.0,13.0,nan,nan,nan,nan
中壢,桃園市,28.0,nan,良好,1.9,0.52,28,nan,30.0,7,12.0,21.0,8.2,1.5,275.0,"2016-11-26 01:00",,nan,4.0,30.0,nan,nan,nan,nan
三重,新北市,34.0,nan,良好,1.2,0.56,-,nan,37.0,4,20.0,44.0,24.0,nan,nan,"2016-11-26 01:00",,nan,4.0,32.0,nan,nan,nan,nan
冬山,宜蘭縣,32.0,nan,良好,5.6,0.36,16,nan,27.0,ND,23.0,26.0,2.5,1.7,94.0,"2016-11-26 01:00",,nan,2.0,17.0,nan,nan,nan,nan
宜蘭,宜蘭縣,16.0,nan,良好,1.2,0.22,35,nan,15.0,ND,4.9,6.2,1.3,0.8,49.0,"2016-11-26 01:00",,nan,3.0,17.0,nan,nan,nan,nan
陽明,臺北市,12.0,nan,良好,4.2,0.16,37,nan,4.0,ND,5.2,6.2,0.9,nan,nan,"2016-11-26 01:00",,nan,1.0,5.0,nan,nan,nan,nan
復興,高雄市,69.0,細懸浮微粒,普通,3.1,0.46,30,nan,55.0,26,19.0,21.0,2.3,1.6,113.0,"2016-11-26 02:00",,nan,23.0,54.0,nan,nan,nan,nan
永和,新北市,23.0,nan,良好,1.2,0.25,37,nan,12.0,6,4.8,6.3,1.5,2.1,88.0,"2016-11-26 02:00",,nan,4.0,13.0,nan,nan,nan,nan
竹山,南投縣,77.0,細懸浮微粒,普通,2.7,0.39,3,nan,57.0,34,14.0,16.0,2.4,1.0,265.0,"2016-11-26 02:00",,nan,26.0,52.0,nan,nan,nan,nan
中壢,桃園市,28.0,nan,良好,1.6,0.51,27,nan,20.0,4,13.0,20.0,7.3,1.1,216.0,"2016-11-26 02:00",,nan,4.0,30.0,nan,nan,nan,nan
三重,新北市,34.0,nan,良好,2.0,0.45,-,nan,32.0,2,19.0,39.0,20.0,nan,nan,"2016-11-26 02:00",,nan,4.0,33.0,nan,nan,nan,nan
冬山,宜蘭縣,32.0,nan,良好,1.7,0.36,32,nan,18.0,ND,8.5,10.0,1.5,3.0,146.0,"2016-11-26 02:00",,nan,2.0,17.0,nan,nan,nan,nan
宜蘭,宜蘭縣,16.0,nan,良好,1.3,0.2,37,nan,18.0,ND,3.1,4.4,1.4,0.7,221.0,"2016-11-26 02:00",,nan,3.0,17.0,nan,nan,nan,nan
陽明,臺北市,12.0,nan,良好,1.6,0.15,40,nan,4.0,ND,1.8,2.7,0.9,nan,nan,"2016-11-26 02:00",,nan,1.0,5.0,nan,nan,nan,nan
花蓮,花蓮縣,26.0,nan,良好,1.2,0.24,14,nan,21.0,11,3.8,3.4,-0.4,1.2,226.0,"2016-11-26 02:00",,nan,8.0,18.0,nan,nan,nan,nan
臺東,臺東縣,17.0,nan,良好,1.1,0.2,27,nan,11.0,ND,1.4,2.6,1.2,2.6,311.0,"2016-11-26 02:00",,nan,3.0,18.0,nan,nan,nan,nan
潮州,屏東縣,99.0,細懸浮微粒,普通,1.4,0.31,27,nan,69.0,31,8.5,9.7,1.3,0.8,39.0,"2016-11-26 02:00",,nan,35.0,69.0,nan,nan,nan,nan
屏東,屏東縣,97.0,細懸浮微粒,普通,3.0,0.43,22,nan,62.0,33,17.0,18.0,1.3,1.0,344.0,"2016-11-26 02:00",,nan,34.0,69.0,nan,nan,nan,nan
